SampleID,R,G,B,view,class,size
101,87.53129517,113.4213168,51.14065404,bottom,1,150
102,82.07036754,105.664309,46.6586813,bottom,1,148
103,100.9992107,122.5604072,63.72978416,bottom,3,169
104,89.13484415,116.0058514,50.42050336,bottom,1,157
105,82.55068312,108.4062926,48.5801342,bottom,1,150
106,100.2707874,126.3276821,62.83963024,bottom,3,172
107,94.49249667,121.0755504,58.94667234,bottom,2,140
108,58.92567836,84.62674443,27.30743595,bottom,2,130
109,100.2255527,123.7176755,64.58594645,bottom,1,156
110,99.92239604,125.3815728,68.11209035,bottom,3,173
111,69.53018049,96.18374306,40.65433024,bottom,2,122
112,96.60184002,111.605684,58.19898731,bottom,1,155
113,83.97105213,107.9004815,58.08893165,bottom,2,140
114,131.0729838,140.9540709,84.51256232,bottom,4,160
115,98.69228502,117.5011511,59.38698271,bottom,4,148
116,61.44205684,89.13476346,31.56747325,bottom,2,108
117,79.16406459,105.0347296,47.77006009,bottom,2,128
118,93.10513713,113.808352,56.92394565,bottom,2,142
119,78.4174781,94.83099875,32.3466926,bottom,2,110
120,76.44392672,100.1797798,37.75996343,bottom,4,127
121,88.29033732,111.0473627,54.89807635,bottom,2,135
122,89.1528961,112.2589259,44.5631374,bottom,2,126
123,92.90468739,116.9047101,47.15486314,bottom,2,144
124,88.69106282,109.1688444,45.68622276,bottom,1,156
125,109.542385,128.8789244,81.5095947,bottom,3,148
126,83.84919638,106.7585674,51.30605996,bottom,3,175
127,85.87672895,107.6018045,52.64202969,bottom,1,149
128,58.21329624,82.21966417,33.19824833,bottom,4,163
129,81.75363086,104.425856,47.53924938,bottom,2,119
130,103.085929,118.8262816,58.03147457,bottom,2,132
131,105.0269468,126.4437997,65.72998386,bottom,2,141
132,81.05296042,103.5139524,50.53586487,bottom,2,100
133,84.30279629,109.9797713,53.81030126,bottom,2,132
134,86.40719473,106.0194838,61.3528689,bottom,3,167
135,100.7444274,119.2494973,66.46523829,bottom,3,168
136,115.4205892,129.405688,75.63158776,bottom,1,156
137,70.7358437,91.71606701,31.77262125,bottom,1,155
138,86.36125049,109.7652023,53.19538954,bottom,3,168
139,94.56833068,114.4327709,50.95188773,bottom,4,101
140,62.66522066,86.91880944,34.35939788,bottom,2,108
141,51.58567271,77.36731315,27.88403297,bottom,2,116
142,45.53494817,69.65530985,19.23135012,bottom,2,129
143,99.48435922,116.7249345,52.56019175,bottom,2,139
144,71.17539958,96.72470597,37.12129322,bottom,2,132
145,91.39479122,114.4269356,53.42447275,bottom,2,122
146,97.44716292,118.1767484,66.28410877,bottom,1,153
147,80.43273236,102.3276101,49.88311917,bottom,1,153
148,99.74009059,116.0213042,58.94998136,bottom,2,134
149,91.36752384,113.3171618,59.61130519,bottom,1,164
150,59.56108477,84.14389743,35.52717094,bottom,2,138
151,88.52747435,110.1435907,55.28926649,bottom,2,130
152,74.26951658,93.58767489,32.56504165,bottom,2,115
153,72.29757013,94.87342343,38.67688416,bottom,2,130
154,68.68514004,91.59824948,38.53804461,bottom,4,136
155,104.9923637,119.3392424,49.77589102,bottom,4,129
156,83.30370128,102.7866768,48.79801496,bottom,4,99
157,83.53833137,108.9304297,52.6859329,bottom,4,92
158,62.8958129,87.9536231,30.60280775,bottom,4,91
159,124.4825323,137.9943701,86.54198447,bottom,4,91
160,81.34035416,98.405679,46.42631102,bottom,4,79
161,73.88901534,101.3660007,42.51381161,bottom,4,79
162,124.0398045,140.6435999,83.5127654,bottom,4,112
163,110.9699714,127.6264308,70.32827331,bottom,4,96
164,49.55808029,75.53430765,27.39430558,bottom,4,73
165,91.30736963,107.1377008,47.41746175,bottom,4,76
166,88.51068419,107.9429624,50.06239631,bottom,4,92
167,82.67708427,105.8454971,48.12999612,bottom,4,104
168,60.33207272,78.15505536,28.84102611,bottom,4,117
169,125.8694379,134.0968525,78.63389452,bottom,4,122
170,61.35859499,86.02493287,29.66869418,bottom,4,103
171,82.39186615,101.0398045,43.38603835,bottom,4,80
172,82.17786613,105.1277242,48.56524495,bottom,4,84
173,74.40083106,94.63724882,41.65878504,bottom,4,82
174,82.05063022,103.1612624,46.11356708,bottom,4,92
175,101.5720601,120.8897492,66.32746778,bottom,4,86
176,107.3420167,123.6929619,68.14998186,bottom,4,108
177,80.01299034,100.1213241,51.33327038,bottom,4,86
178,86.18906386,96.2414501,48.39742537,bottom,4,86
179,89.23917186,102.0485165,49.95169167,bottom,4,99
180,56.87161348,75.57362185,27.94653847,bottom,4,76
181,124.457565,134.8061272,79.72538689,bottom,4,96
182,112.1719422,123.5375473,72.42099536,bottom,4,100
183,116.4736265,131.1629192,72.89974447,bottom,4,82
184,91.49738905,114.1637152,57.8347354,bottom,4,86
185,88.84723135,105.2938295,49.90606893,bottom,4,87
186,96.75562204,119.6917165,60.29767333,bottom,4,89
187,100.3618403,121.8355612,70.05026809,bottom,4,100
188,109.2308358,121.5539986,62.37015486,bottom,4,101
189,134.0611056,141.9004329,86.35593573,bottom,4,90
190,113.8874227,128.5949811,79.05949327,bottom,4,92
191,101.2379794,120.5668406,66.78849007,bottom,4,97
192,96.32742823,106.9974426,57.93049369,bottom,4,87
193,110.4646012,122.3832936,53.52108453,bottom,4,105
194,129.6676497,134.6284731,56.67765345,bottom,4,97
